Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
Michigan,US,14/11/2022 04:21,46.19235734,-86.19972234,2101,18,,,"Schoolcraft, Michigan, US",25957.49938,0.856734888
Michigan,US,14/11/2022 04:21,42.953928,-84.14585902,21150,246,,,"Shiawassee, Michigan, US",31047.23878,1.163120567
Michigan,US,14/11/2022 04:21,42.92655373,-82.67937954,48037,892,,,"St. Clair, Michigan, US",30187.64768,1.856901971
Michigan,US,14/11/2022 04:21,41.91441767,-85.52797979,15543,223,,,"St. Joseph, Michigan, US",25495.37432,1.43472946
Michigan,US,14/11/2022 04:21,43.46606813,-83.41897025,15159,300,,,"Tuscola, Michigan, US",29015.21677,1.979022363
Michigan,US,14/11/2022 04:21,,,25,0,,,"Unassigned, Michigan, US",,0
Michigan,US,14/11/2022 04:21,42.25190229,-86.01939087,20026,309,,,"Van Buren, Michigan, US",26462.46548,1.542994108
Michigan,US,14/11/2022 04:21,42.253105,-83.83853204,103189,598,,,"Washtenaw, Michigan, US",28070.92473,0.579519135
Michigan,US,14/11/2022 04:21,42.28098405,-83.281255,501884,8603,,,"Wayne, Michigan, US",28689.85671,1.714141116
Michigan,US,14/11/2022 04:21,44.33853602,-85.57712739,8376,121,,,"Wexford, Michigan, US",24905.59305,1.444603629
Minnesota,US,14/11/2022 04:21,46.60962049,-93.4116826,3540,65,,,"Aitkin, Minnesota, US",22283.77187,1.836158192
Minnesota,US,14/11/2022 04:21,45.27476015,-93.24604565,114165,843,,,"Anoka, Minnesota, US",31986.06975,0.73840494
Minnesota,US,14/11/2022 04:21,46.93479392,-95.67158144,10096,99,,,"Becker, Minnesota, US",29329.22755,0.980586371
Minnesota,US,14/11/2022 04:21,47.97373527,-94.93732139,13671,134,,,"Beltrami, Minnesota, US",28971.34865,0.980177017
Minnesota,US,14/11/2022 04:21,45.69804958,-93.99514135,16280,192,,,"Benton, Minnesota, US",39815.1092,1.179361179
Minnesota,US,14/11/2022 04:21,45.42712824,-96.41403739,1666,9,,,"Big Stone, Minnesota, US",33380.08415,0.540216086
Minnesota,US,14/11/2022 04:21,44.03554215,-94.06699781,20467,112,,,"Blue Earth, Minnesota, US",30252.90822,0.547222358
Minnesota,US,14/11/2022 04:21,44.24205652,-94.72562874,7669,87,,,"Brown, Minnesota, US",30666.18682,1.134437345
Minnesota,US,14/11/2022 04:21,46.59180601,-92.67601019,10792,110,,,"Carlton, Minnesota, US",30085.58446,1.019273536
Minnesota,US,14/11/2022 04:21,44.82017001,-93.8009918,30811,127,,,"Carver, Minnesota, US",29318.95822,0.412190451
Minnesota,US,14/11/2022 04:21,46.95043611,-94.32603968,8199,90,,,"Cass, Minnesota, US",27532.82515,1.097694841
Minnesota,US,14/11/2022 04:21,45.02343421,-95.56403693,3586,53,,,"Chippewa, Minnesota, US",30389.83051,1.477969883
Minnesota,US,14/11/2022 04:21,45.5021011,-92.90861945,16652,126,,,"Chisago, Minnesota, US",29431.41448,0.756665866
Minnesota,US,14/11/2022 04:21,46.89289518,-96.48761922,22639,134,,,"Clay, Minnesota, US",35251.16004,0.591898935
Minnesota,US,14/11/2022 04:21,47.57992111,-95.37790562,2385,32,,,"Clearwater, Minnesota, US",27046.94942,1.341719078
Minnesota,US,14/11/2022 04:21,47.90504893,-90.52629546,782,5,,,"Cook, Minnesota, US",14314.47922,0.639386189
Minnesota,US,14/11/2022 04:21,44.00715262,-95.18138802,3630,41,,,"Cottonwood, Minnesota, US",32422.29368,1.129476584
Minnesota,US,14/11/2022 04:21,46.48096553,-94.06755609,18466,178,,,"Crow Wing, Minnesota, US",28385.21251,0.963933716
Minnesota,US,14/11/2022 04:21,44.67172617,-93.06299363,130898,840,,,"Dakota, Minnesota, US",30510.86077,0.641721035
Minnesota,US,14/11/2022 04:21,44.02238415,-92.86244324,6495,23,,,"Dodge, Minnesota, US",31026.08197,0.354118553
Minnesota,US,14/11/2022 04:21,45.93348491,-95.45335469,12623,128,,,"Douglas, Minnesota, US",33095.61889,1.014022023
Minnesota,US,14/11/2022 04:21,43.67381499,-93.94787458,4325,59,,,"Faribault, Minnesota, US",31678.01948,1.36416185
Minnesota,US,14/11/2022 04:21,43.67394126,-92.08980382,5622,31,,,"Fillmore, Minnesota, US",26686.28661,0.551405194
Minnesota,US,14/11/2022 04:21,43.67385583,-93.34884422,10192,85,,,"Freeborn, Minnesota, US",33658.06942,0.833987441
Minnesota,US,14/11/2022 04:21,44.40849741,-92.7234195,15113,150,,,"Goodhue, Minnesota, US",32613.29305,0.992522993
Minnesota,US,14/11/2022 04:21,45.93424769,-96.01139609,1713,13,,,"Grant, Minnesota, US",28683.858,0.75890251
Minnesota,US,14/11/2022 04:21,45.00761521,-93.47694895,367276,2765,,,"Hennepin, Minnesota, US",29014.34064,0.752839826
Minnesota,US,14/11/2022 04:21,43.67129565,-91.49143057,5268,21,,,"Houston, Minnesota, US",28322.58065,0.398633257
Minnesota,US,14/11/2022 04:21,47.10778564,-94.91693868,5807,66,,,"Hubbard, Minnesota, US",27020.61328,1.136559325
Minnesota,US,14/11/2022 04:21,45.56181234,-93.29487636,11290,124,,,"Isanti, Minnesota, US",27810.62174,1.098317095
Minnesota,US,14/11/2022 04:21,47.51009045,-93.63092229,13013,167,,,"Itasca, Minnesota, US",28834.47817,1.283332053
Minnesota,US,14/11/2022 04:21,43.67423373,-95.15398258,2506,18,,,"Jackson, Minnesota, US",25451.96019,0.718276137
Minnesota,US,14/11/2022 04:21,45.9459309,-93.29275192,4116,60,,,"Kanabec, Minnesota, US",25194.34413,1.457725948
Minnesota,US,14/11/2022 04:21,45.1526059,-95.00586446,15097,146,,,"Kandiyohi, Minnesota, US",34947.56823,0.967079552
Minnesota,US,14/11/2022 04:21,48.77754106,-96.78317184,1190,30,,,"Kittson, Minnesota, US",27687.29642,2.521008403
Minnesota,US,14/11/2022 04:21,48.24539665,-93.78352843,3529,41,,,"Koochiching, Minnesota, US",28857.63349,1.16180221
Minnesota,US,14/11/2022 04:21,44.9973857,-96.17488219,2073,30,,,"Lac qui Parle, Minnesota, US",31300.0151,1.447178003
Minnesota,US,14/11/2022 04:21,47.64270764,-91.44557998,2529,32,,,"Lake, Minnesota, US",23766.56329,1.265322262
Minnesota,US,14/11/2022 04:21,48.77217001,-94.90274472,889,6,,,"Lake of the Woods, Minnesota, US",23770.05348,0.674915636
Minnesota,US,14/11/2022 04:21,44.37136597,-93.72844721,7232,52,,,"Le Sueur, Minnesota, US",25035.48309,0.719026549
Minnesota,US,14/11/2022 04:21,44.41311883,-96.26688165,1431,7,,,"Lincoln, Minnesota, US",25376.83987,0.489168414
Minnesota,US,14/11/2022 04:21,44.41327865,-95.83806103,7887,79,,,"Lyon, Minnesota, US",30960.97982,1.001648282
Minnesota,US,14/11/2022 04:21,47.32557075,-95.80921485,2073,18,,,"Mahnomen, Minnesota, US",37506.78487,0.868306802
Minnesota,US,14/11/2022 04:21,48.35825983,-96.37017407,2404,24,,,"Marshall, Minnesota, US",25749.78578,0.998336106
Minnesota,US,14/11/2022 04:21,43.67429718,-94.55099908,6402,71,,,"Martin, Minnesota, US",32525.52964,1.109028429
Minnesota,US,14/11/2022 04:21,44.82367677,-94.27287017,12376,117,,,"McLeod, Minnesota, US",34480.26078,0.945378151
Minnesota,US,14/11/2022 04:21,45.12328869,-94.52839455,6842,81,,,"Meeker, Minnesota, US",29463.43984,1.183864367
Minnesota,US,14/11/2022 04:21,45.93705297,-93.63236823,8032,122,,,"Mille Lacs, Minnesota, US",30566.65525,1.518924303
Minnesota,US,14/11/2022 04:21,46.01265363,-94.27341528,10594,115,,,"Morrison, Minnesota, US",31731.86366,1.085520106
Minnesota,US,14/11/2022 04:21,43.67142874,-92.75234549,13283,79,,,"Mower, Minnesota, US",33156.10803,0.594745163
Minnesota,US,14/11/2022 04:21,44.02216709,-95.76328482,2254,20,,,"Murray, Minnesota, US",27507.93263,0.887311446
Minnesota,US,14/11/2022 04:21,44.35291112,-94.24710352,9483,72,,,"Nicollet, Minnesota, US",27668.2033,0.759253401
Minnesota,US,14/11/2022 04:21,43.67434621,-95.75329576,7680,62,,,"Nobles, Minnesota, US",35507.88293,0.807291667
Minnesota,US,14/11/2022 04:21,47.32628443,-96.45620947,1712,15,,,"Norman, Minnesota, US",26854.90196,0.876168224
Minnesota,US,14/11/2022 04:21,44.00374114,-92.40209944,50823,208,,,"Olmsted, Minnesota, US",32106.91566,0.409263522
Minnesota,US,14/11/2022 04:21,46.40846929,-95.70835255,15506,177,,,"Otter Tail, Minnesota, US",26394.98859,1.141493615
Minnesota,US,14/11/2022 04:21,48.06642577,-96.0370814,4157,43,,,"Pennington, Minnesota, US",29442.59508,1.034399808
Minnesota,US,14/11/2022 04:21,46.12105238,-92.74070188,8177,73,,,"Pine, Minnesota, US",27644.61273,0.892747952
Minnesota,US,14/11/2022 04:21,44.02301619,-96.25841142,2245,34,,,"Pipestone, Minnesota, US",24600.04383,1.514476615
Minnesota,US,14/11/2022 04:21,47.77372465,-96.40134647,10224,124,,,"Polk, Minnesota, US",32597.88292,1.212832551
Minnesota,US,14/11/2022 04:21,45.58606667,-95.44451209,3686,20,,,"Pope, Minnesota, US",32767.3571,0.542593597
Minnesota,US,14/11/2022 04:21,45.01625271,-93.09872295,151219,1445,,,"Ramsey, Minnesota, US",27478.32629,0.955567753
Minnesota,US,14/11/2022 04:21,47.87197525,-96.09561104,1034,14,,,"Red Lake, Minnesota, US",25499.38348,1.353965184
Minnesota,US,14/11/2022 04:21,44.40555844,-95.25207021,4517,55,,,"Redwood, Minnesota, US",29775.87343,1.217622316
Minnesota,US,14/11/2022 04:21,44.72836381,-94.94553734,4324,59,,,"Renville, Minnesota, US",29722.2986,1.364477336
Minnesota,US,14/11/2022 04:21,44.3543376,-93.29658715,20076,195,,,"Rice, Minnesota, US",29976.70668,0.971309026
Minnesota,US,14/11/2022 04:21,43.67482683,-96.25296832,2620,35,,,"Rock, Minnesota, US",28126.6774,1.335877863
Minnesota,US,14/11/2022 04:21,48.77501878,-95.81079919,4929,47,,,"Roseau, Minnesota, US",32502.4728,0.953540272
Minnesota,US,14/11/2022 04:21,44.6490231,-93.53340251,46229,279,,,"Scott, Minnesota, US",31023.46775,0.603517273
Minnesota,US,14/11/2022 04:21,45.44447208,-93.77617511,30791,188,,,"Sherburne, Minnesota, US",31665.60398,0.610568023
Minnesota,US,14/11/2022 04:21,44.5796592,-94.23164924,4074,28,,,"Sibley, Minnesota, US",27406.65994,0.687285223
Minnesota,US,14/11/2022 04:21,47.6048407,-92.46879855,57586,585,,,"St. Louis, Minnesota, US",28927.51294,1.015871913
Minnesota,US,14/11/2022 04:21,45.55192576,-94.61078221,58787,403,,,"Stearns, Minnesota, US",36496.66305,0.685525711
Minnesota,US,14/11/2022 04:21,44.02240351,-93.22627088,11553,71,,,"Steele, Minnesota, US",31523.37035,0.614558989
Minnesota,US,14/11/2022 04:21,45.58613007,-96.00163705,3155,15,,,"Stevens, Minnesota, US",32177.46048,0.475435816
Minnesota,US,14/11/2022 04:21,45.2829032,-95.68264092,2606,33,,,"Swift, Minnesota, US",28124.32549,1.266308519
Minnesota,US,14/11/2022 04:21,46.06996226,-94.89785296,8039,71,,,"Todd, Minnesota, US",32594.06422,0.883194427
Minnesota,US,14/11/2022 04:21,45.77298854,-96.47062949,969,11,,,"Traverse, Minnesota, US",29733.04695,1.135190918
Minnesota,US,14/11/2022 04:21,,,777,372,,,"Unassigned, Minnesota, US",,47.87644788
Minnesota,US,14/11/2022 04:21,44.28424356,-92.23121312,6445,19,,,"Wabasha, Minnesota, US",29800.71207,0.294802172
Minnesota,US,14/11/2022 04:21,46.58589171,-94.96968506,4941,64,,,"Wadena, Minnesota, US",36113.14135,1.295284355
Minnesota,US,14/11/2022 04:21,44.02211116,-93.58720034,6145,42,,,"Waseca, Minnesota, US",33016.33355,0.683482506
Minnesota,US,14/11/2022 04:21,45.03864533,-92.88429635,79233,534,,,"Washington, Minnesota, US",30190.90078,0.673961607
Minnesota,US,14/11/2022 04:21,43.97823903,-94.61413846,3317,24,,,"Watonwan, Minnesota, US",30439.57052,0.723545372
Minnesota,US,14/11/2022 04:21,46.35721532,-96.4684375,1852,23,,,"Wilkin, Minnesota, US",29837.28049,1.241900648
Minnesota,US,14/11/2022 04:21,43.98772283,-91.78081305,15250,80,,,"Winona, Minnesota, US",30207.59052,0.524590164
Minnesota,US,14/11/2022 04:21,45.17297924,-93.96234781,41301,323,,,"Wright, Minnesota, US",29846.72308,0.782063388
Minnesota,US,14/11/2022 04:21,44.71710183,-95.86842453,2954,31,,,"Yellow Medicine, Minnesota, US",30425.37851,1.049424509
Mississippi,US,14/11/2022 04:21,31.47669768,-91.35326037,8345,150,,,"Adams, Mississippi, US",27188.60978,1.797483523
Mississippi,US,14/11/2022 04:21,34.88084463,-88.57996173,12094,163,,,"Alcorn, Mississippi, US",32728.05997,1.347775757
Mississippi,US,14/11/2022 04:21,31.17467303,-90.80501621,3704,70,,,"Amite, Mississippi, US",30121.16776,1.889848812
Mississippi,US,14/11/2022 04:21,33.08658803,-89.57838564,6406,120,,,"Attala, Mississippi, US",35248.15671,1.873243834
Mississippi,US,14/11/2022 04:21,34.81681228,-89.18945516,2654,51,,,"Benton, Mississippi, US",32134.641,1.921627732
Mississippi,US,14/11/2022 04:21,33.79696941,-90.87372121,10774,188,,,"Bolivar, Mississippi, US",35176.96226,1.744941526
Mississippi,US,14/11/2022 04:21,33.93683395,-89.33686647,5360,77,,,"Calhoun, Mississippi, US",37323.30618,1.436567164
Mississippi,US,14/11/2022 04:21,33.44834567,-89.91994479,2942,58,,,"Carroll, Mississippi, US",29576.75681,1.971447995
Mississippi,US,14/11/2022 04:21,33.91983202,-88.9481545,6625,99,,,"Chickasaw, Mississippi, US",38735.89429,1.494339623
Mississippi,US,14/11/2022 04:21,33.34598242,-89.24809382,2705,36,,,"Choctaw, Mississippi, US",32947.62485,1.330868762
Mississippi,US,14/11/2022 04:21,31.97061673,-90.90702196,2480,49,,,"Claiborne, Mississippi, US",27592.34535,1.975806452
Mississippi,US,14/11/2022 04:21,32.04158545,-88.6889622,4703,112,,,"Clarke, Mississippi, US",30261.88791,2.381458643
Mississippi,US,14/11/2022 04:21,33.65358105,-88.77784255,5828,102,,,"Clay, Mississippi, US",30171.87824,1.750171585
Mississippi,US,14/11/2022 04:21,34.22772299,-90.60415045,7641,133,,,"Coahoma, Mississippi, US",34537.15422,1.740609868
Mississippi,US,14/11/2022 04:21,31.86977774,-90.44565118,8687,124,,,"Copiah, Mississippi, US",30953.14449,1.427420283
Mississippi,US,14/11/2022 04:21,31.63225413,-89.55389939,8173,118,,,"Covington, Mississippi, US",43855.97768,1.443778294
Mississippi,US,14/11/2022 04:21,34.87625235,-89.99091418,58152,570,,,"DeSoto, Mississippi, US",31442.86139,0.980189847
Mississippi,US,14/11/2022 04:21,31.18961454,-89.25832496,25997,319,,,"Forrest, Mississippi, US",34710.33553,1.227064661
Mississippi,US,14/11/2022 04:21,31.47786634,-90.89672989,2249,39,,,"Franklin, Mississippi, US",29158.56346,1.734104046
Mississippi,US,14/11/2022 04:21,30.86259065,-88.64436789,8362,90,,,"George, Mississippi, US",34130.61224,1.076297536
Mississippi,US,14/11/2022 04:21,31.21444233,-88.63922281,3712,60,,,"Greene, Mississippi, US",27322.24349,1.61637931
Mississippi,US,14/11/2022 04:21,33.77036166,-89.80245083,6163,136,,,"Grenada, Mississippi, US",29689.75817,2.206717508
Mississippi,US,14/11/2022 04:21,30.41830223,-89.48851033,14417,160,,,"Hancock, Mississippi, US",30267.46725,1.109800929
Mississippi,US,14/11/2022 04:21,30.51359752,-89.12467576,62942,700,,,"Harrison, Mississippi, US",30248.94271,1.112134981
Mississippi,US,14/11/2022 04:21,32.2656285,-90.44435448,63875,833,,,"Hinds, Mississippi, US",27551.3285,1.304109589
Mississippi,US,14/11/2022 04:21,33.12345854,-90.08923538,5024,105,,,"Holmes, Mississippi, US",29535.56731,2.089968153
Mississippi,US,14/11/2022 04:21,33.12825718,-90.52252707,2255,47,,,"Humphreys, Mississippi, US",27963.78968,2.084257206
Mississippi,US,14/11/2022 04:21,32.72531359,-90.97392828,292,9,,,"Issaquena, Mississippi, US",22004.52148,3.082191781
Mississippi,US,14/11/2022 04:21,34.27993475,-88.3606733,8851,147,,,"Itawamba, Mississippi, US",37840.95767,1.660829285
Mississippi,US,14/11/2022 04:21,30.54020656,-88.64184064,43833,489,,,"Jackson, Mississippi, US",30520.76008,1.115597837
Mississippi,US,14/11/2022 04:21,32.01922104,-89.11786866,5826,79,,,"Jasper, Mississippi, US",35561.25252,1.355990388
Mississippi,US,14/11/2022 04:21,31.73397872,-91.03764977,1742,38,,,"Jefferson, Mississippi, US",24921.31617,2.181400689
Mississippi,US,14/11/2022 04:21,31.56884708,-89.8267099,3412,56,,,"Jefferson Davis, Mississippi, US",30661.39468,1.64126612
Mississippi,US,14/11/2022 04:21,31.62257767,-89.168969,24978,310,,,"Jones, Mississippi, US",36679.49132,1.241092161
Mississippi,US,14/11/2022 04:21,32.75462946,-88.64105766,2479,51,,,"Kemper, Mississippi, US",25446.52022,2.057281162
Mississippi,US,14/11/2022 04:21,34.35687874,-89.48490961,17926,186,,,"Lafayette, Mississippi, US",33184.62023,1.037599018
Mississippi,US,14/11/2022 04:21,31.20572971,-89.5077704,20727,168,,,"Lamar, Mississippi, US",32721.84772,0.810536981
Mississippi,US,14/11/2022 04:21,32.40419769,-88.66229662,21061,380,,,"Lauderdale, Mississippi, US",28412.81619,1.804282798
Mississippi,US,14/11/2022 04:21,31.55147224,-90.10841127,4232,57,,,"Lawrence, Mississippi, US",33624.66232,1.346880907
Mississippi,US,14/11/2022 04:21,32.7536828,-89.52402044,7356,125,,,"Leake, Mississippi, US",32282.98078,1.699293094
Mississippi,US,14/11/2022 04:21,34.2918775,-88.68149954,31884,317,,,"Lee, Mississippi, US",37319.16288,0.99422908
Mississippi,US,14/11/2022 04:21,33.55545125,-90.29900733,8368,181,,,"Leflore, Mississippi, US",29691.65809,2.163001912
Mississippi,US,14/11/2022 04:21,31.53288662,-90.45391915,9949,163,,,"Lincoln, Mississippi, US",29130.67666,1.638355614
Mississippi,US,14/11/2022 04:21,33.47386518,-88.4419153,20213,249,,,"Lowndes, Mississippi, US",34496.11742,1.231880473
Mississippi,US,14/11/2022 04:21,32.63389156,-90.03513564,29601,347,,,"Madison, Mississippi, US",27853.99729,1.172257694
Mississippi,US,14/11/2022 04:21,31.23132643,-89.8209217,8215,141,,,"Marion, Mississippi, US",33431.00151,1.716372489
Mississippi,US,14/11/2022 04:21,34.76216286,-89.50299462,11325,181,,,"Marshall, Mississippi, US",32087.60696,1.598233996
Mississippi,US,14/11/2022 04:21,33.89236763,-88.4808438,12809,228,,,"Monroe, Mississippi, US",36335.52706,1.779998439
Mississippi,US,14/11/2022 04:21,33.49419589,-89.61729103,3470,82,,,"Montgomery, Mississippi, US",35498.72123,2.363112392
Mississippi,US,14/11/2022 04:21,32.75339664,-89.11726492,12138,246,,,"Neshoba, Mississippi, US",41685.55533,2.02669303
Mississippi,US,14/11/2022 04:21,32.40021118,-89.11843336,6789,102,,,"Newton, Mississippi, US",32300.88496,1.502430402
Mississippi,US,14/11/2022 04:21,33.11009499,-88.56949061,3306,49,,,"Noxubee, Mississippi, US",31736.58443,1.48215366
Mississippi,US,14/11/2022 04:21,33.42491685,-88.87905132,13027,170,,,"Oktibbeha, Mississippi, US",26270.99845,1.304981961
Mississippi,US,14/11/2022 04:21,34.36398677,-89.95064249,11953,177,,,"Panola, Mississippi, US",34958.46982,1.480799799
Mississippi,US,14/11/2022 04:21,30.77090935,-89.58677275,17220,286,,,"Pearl River, Mississippi, US",31007.47276,1.660859466
Mississippi,US,14/11/2022 04:21,31.17161885,-88.99281835,3546,65,,,"Perry, Mississippi, US",29616.63743,1.833051325
Mississippi,US,14/11/2022 04:21,31.17507789,-90.40392572,11947,192,,,"Pike, Mississippi, US",30408.77622,1.607098016
Mississippi,US,14/11/2022 04:21,34.226046,-89.03636807,12050,154,,,"Pontotoc, Mississippi, US",37452.60148,1.278008299
Mississippi,US,14/11/2022 04:21,34.61810501,-88.51986294,9619,109,,,"Prentiss, Mississippi, US",38283.05341,1.133173927
Mississippi,US,14/11/2022 04:21,34.25157572,-90.28908,1758,33,,,"Quitman, Mississippi, US",25883.39223,1.877133106
Mississippi,US,14/11/2022 04:21,32.26469147,-89.94537876,44159,518,,,"Rankin, Mississippi, US",28439.95337,1.17303381
Mississippi,US,14/11/2022 04:21,32.4067041,-89.53789439,7545,121,,,"Scott, Mississippi, US",26827.62054,1.603711067
Mississippi,US,14/11/2022 04:21,32.88149103,-90.8159538,1097,27,,,"Sharkey, Mississippi, US",25387.64175,2.461257976
Mississippi,US,14/11/2022 04:21,31.91282117,-89.91716179,8198,158,,,"Simpson, Mississippi, US",30752.49456,1.927299341
Mississippi,US,14/11/2022 04:21,32.01744532,-89.50644846,4767,72,,,"Smith, Mississippi, US",29950.99271,1.510383889
Mississippi,US,14/11/2022 04:21,30.79187949,-89.11547539,6399,79,,,"Stone, Mississippi, US",34898.56021,1.234567901
Mississippi,US,14/11/2022 04:21,33.60192578,-90.58882684,6493,128,,,"Sunflower, Mississippi, US",25858.22382,1.971353766
Mississippi,US,14/11/2022 04:21,33.95339918,-90.1729398,3693,64,,,"Tallahatchie, Mississippi, US",26743.4282,1.733008394
Mississippi,US,14/11/2022 04:21,34.65133709,-89.94485778,8423,154,,,"Tate, Mississippi, US",29741.18146,1.828327199
Mississippi,US,14/11/2022 04:21,34.76872156,-88.90988194,8484,114,,,"Tippah, Mississippi, US",38537.36089,1.343705799
Mississippi,US,14/11/2022 04:21,34.74023475,-88.23917219,7302,122,,,"Tishomingo, Mississippi, US",37672.18697,1.67077513
Mississippi,US,14/11/2022 04:21,34.64967704,-90.37481167,2887,48,,,"Tunica, Mississippi, US",29973.00664,1.662625563
Mississippi,US,14/11/2022 04:21,,,0,0,,,"Unassigned, Mississippi, US",,
Mississippi,US,14/11/2022 04:21,34.49162015,-89.00776006,10980,128,,,"Union, Mississippi, US",38105.15357,1.16575592
Mississippi,US,14/11/2022 04:21,31.14971548,-90.10446654,4344,83,,,"Walthall, Mississippi, US",30407.39185,1.9106814
